run,tag,step,value
PPO_1,time/fps,5324800,2636.0
PPO_1,time/fps,5406720,2640.0
PPO_1,time/fps,5488640,2644.0
PPO_1,time/fps,5570560,2650.0
PPO_1,time/fps,5652480,2655.0
PPO_1,time/fps,5734400,2660.0
PPO_1,time/fps,5816320,2665.0
PPO_1,time/fps,5898240,2669.0
PPO_1,time/fps,5980160,2672.0
PPO_1,time/fps,6062080,2677.0
PPO_1,time/fps,6144000,2681.0
PPO_1,time/fps,6225920,2677.0
PPO_1,time/fps,6307840,2674.0
PPO_1,time/fps,6389760,2680.0
PPO_1,time/fps,6471680,2685.0
PPO_1,time/fps,6553600,2688.0
PPO_1,time/fps,6635520,2693.0
PPO_1,time/fps,6717440,2695.0
PPO_1,time/fps,6799360,2700.0
PPO_1,time/fps,6881280,2704.0
PPO_1,time/fps,6963200,2708.0
PPO_1,time/fps,7045120,2712.0
PPO_1,time/fps,7127040,2714.0
PPO_1,time/fps,7208960,2715.0
PPO_1,time/fps,7290880,2717.0
PPO_1,time/fps,7372800,2718.0
PPO_1,time/fps,7454720,2722.0
PPO_1,time/fps,7536640,2726.0
PPO_1,time/fps,7618560,2729.0
PPO_1,time/fps,7700480,2732.0
PPO_1,time/fps,7782400,2736.0
PPO_1,time/fps,7864320,2739.0
PPO_1,time/fps,7946240,2742.0
PPO_1,time/fps,8028160,2745.0
PPO_1,time/fps,8110080,2746.0
PPO_1,time/fps,8192000,2748.0
PPO_1,time/fps,8273920,2751.0
PPO_1,time/fps,8355840,2753.0
PPO_1,time/fps,8437760,2752.0
PPO_1,time/fps,8519680,2754.0
PPO_1,time/fps,8601600,2757.0
PPO_1,time/fps,8683520,2759.0
PPO_1,time/fps,8765440,2761.0
PPO_1,time/fps,8847360,2764.0
PPO_1,time/fps,8929280,2766.0
PPO_1,time/fps,9011200,2769.0
PPO_1,time/fps,9093120,2771.0
PPO_1,time/fps,9175040,2773.0
PPO_1,time/fps,9256960,2776.0
PPO_1,time/fps,9338880,2777.0
PPO_1,time/fps,9420800,2778.0
PPO_1,time/fps,9502720,2777.0
PPO_1,time/fps,9584640,2776.0
PPO_1,time/fps,9666560,2769.0
PPO_1,time/fps,9748480,2768.0
PPO_1,time/fps,9830400,2766.0
PPO_1,time/fps,9912320,2765.0
PPO_1,time/fps,9994240,2766.0
PPO_1,time/fps,10076160,2766.0
PPO_1,time/fps,10158080,2766.0
PPO_1,time/fps,10240000,2764.0
PPO_1,time/fps,10321920,2764.0
PPO_1,time/fps,10403840,2764.0
PPO_1,time/fps,10485760,2764.0
PPO_1,train/approx_kl,81920,0.00943527091294527
PPO_1,train/approx_kl,163840,0.006711645983159542
PPO_1,train/approx_kl,245760,0.005399046465754509
PPO_1,train/approx_kl,327680,0.003558663185685873
PPO_1,train/approx_kl,409600,0.0037197493948042393
PPO_1,train/approx_kl,491520,0.0033096722327172756
PPO_1,train/approx_kl,573440,0.004262998234480619
PPO_1,train/approx_kl,655360,0.005294449627399445
PPO_1,train/approx_kl,737280,0.004968932364135981
PPO_1,train/approx_kl,819200,0.0038154541980475187
PPO_1,train/approx_kl,901120,0.00460740877315402
PPO_1,train/approx_kl,983040,0.004922119434922934
PPO_1,train/approx_kl,1064960,0.004391747526824474
PPO_1,train/approx_kl,1146880,0.004288986325263977
PPO_1,train/approx_kl,1228800,0.005448862910270691
PPO_1,train/approx_kl,1310720,0.004735813941806555
PPO_1,train/approx_kl,1392640,0.006448820699006319
PPO_1,train/approx_kl,1474560,0.005300973076373339
PPO_1,train/approx_kl,1556480,0.007192213088274002
PPO_1,train/approx_kl,1638400,0.004203908611088991
PPO_1,train/approx_kl,1720320,0.006775964982807636
PPO_1,train/approx_kl,1802240,0.0058013638481497765
PPO_1,train/approx_kl,1884160,0.006453458219766617
PPO_1,train/approx_kl,1966080,0.005380242131650448
PPO_1,train/approx_kl,2048000,0.006660510785877705
PPO_1,train/approx_kl,2129920,0.007279757410287857
PPO_1,train/approx_kl,2211840,0.007286317180842161
PPO_1,train/approx_kl,2293760,0.005979047156870365
PPO_1,train/approx_kl,2375680,0.007043271325528622
PPO_1,train/approx_kl,2457600,0.007271205075085163
PPO_1,train/approx_kl,2539520,0.007591163739562035
PPO_1,train/approx_kl,2621440,0.008116710931062698
PPO_1,train/approx_kl,2703360,0.0071971220895648
PPO_1,train/approx_kl,2785280,0.010469593107700348
PPO_1,train/approx_kl,2867200,0.0062619708478450775
PPO_1,train/approx_kl,2949120,0.007808402180671692
PPO_1,train/approx_kl,3031040,0.008881939575076103
PPO_1,train/approx_kl,3112960,0.006739298813045025
PPO_1,train/approx_kl,3194880,0.008151916787028313
PPO_1,train/approx_kl,3276800,0.007665238343179226
PPO_1,train/approx_kl,3358720,0.008259594440460205
PPO_1,train/approx_kl,3440640,0.009083662182092667
PPO_1,train/approx_kl,3522560,0.009389440529048443
PPO_1,train/approx_kl,3604480,0.007939361035823822
PPO_1,train/approx_kl,3686400,0.00955493375658989
PPO_1,train/approx_kl,3768320,0.006258807145059109
PPO_1,train/approx_kl,3850240,0.00803159549832344
PPO_1,train/approx_kl,3932160,0.008639978244900703
PPO_1,train/approx_kl,4014080,0.00958990678191185
PPO_1,train/approx_kl,4096000,0.01144932396709919
PPO_1,train/approx_kl,4177920,0.00818146113306284
PPO_1,train/approx_kl,4259840,0.009562065824866295
PPO_1,train/approx_kl,4341760,0.007985088974237442
PPO_1,train/approx_kl,4423680,0.00864766538143158
PPO_1,train/approx_kl,4505600,0.007784287445247173
PPO_1,train/approx_kl,4587520,0.010448246262967587
PPO_1,train/approx_kl,4669440,0.009570307098329067
PPO_1,train/approx_kl,4751360,0.009374517016112804
PPO_1,train/approx_kl,4833280,0.010963167063891888
PPO_1,train/approx_kl,4915200,0.008595163933932781
PPO_1,train/approx_kl,4997120,0.008505841717123985
PPO_1,train/approx_kl,5079040,0.009749243967235088
PPO_1,train/approx_kl,5160960,0.01067739725112915
PPO_1,train/approx_kl,5242880,0.00893352646380663
PPO_1,train/approx_kl,5324800,0.00854877382516861
PPO_1,train/approx_kl,5406720,0.008765372447669506
PPO_1,train/approx_kl,5488640,0.008147971704602242
PPO_1,train/approx_kl,5570560,0.008279195055365562
PPO_1,train/approx_kl,5652480,0.00980021059513092
PPO_1,train/approx_kl,5734400,0.008731896989047527
PPO_1,train/approx_kl,5816320,0.009662081487476826
PPO_1,train/approx_kl,5898240,0.00951720867305994
PPO_1,train/approx_kl,5980160,0.00943747628480196
PPO_1,train/approx_kl,6062080,0.008592789992690086
PPO_1,train/approx_kl,6144000,0.009984578937292099
PPO_1,train/approx_kl,6225920,0.010142400860786438
PPO_1,train/approx_kl,6307840,0.010139960795640945
PPO_1,train/approx_kl,6389760,0.008047658950090408
PPO_1,train/approx_kl,6471680,0.009214868769049644
PPO_1,train/approx_kl,6553600,0.009234251454472542
PPO_1,train/approx_kl,6635520,0.008045630529522896
PPO_1,train/approx_kl,6717440,0.008935156278312206
PPO_1,train/approx_kl,6799360,0.009109146893024445
PPO_1,train/approx_kl,6881280,0.008182309567928314
PPO_1,train/approx_kl,6963200,0.010746198706328869
PPO_1,train/approx_kl,7045120,0.008997204713523388
PPO_1,train/approx_kl,7127040,0.010410601273179054
PPO_1,train/approx_kl,7208960,0.00958714447915554
PPO_1,train/approx_kl,7290880,0.010698162019252777
PPO_1,train/approx_kl,7372800,0.00916815735399723
PPO_1,train/approx_kl,7454720,0.010700920596718788
PPO_1,train/approx_kl,7536640,0.009232252836227417
PPO_1,train/approx_kl,7618560,0.01008535549044609
PPO_1,train/approx_kl,7700480,0.012097480706870556
PPO_1,train/approx_kl,7782400,0.010453667491674423
PPO_1,train/approx_kl,7864320,0.008360806852579117
PPO_1,train/approx_kl,7946240,0.01111428439617157
PPO_1,train/approx_kl,8028160,0.010724136605858803
PPO_1,train/approx_kl,8110080,0.009991466999053955
PPO_1,train/approx_kl,8192000,0.010860275477170944
PPO_1,train/approx_kl,8273920,0.010191917419433594
PPO_1,train/approx_kl,8355840,0.009543594904243946
PPO_1,train/approx_kl,8437760,0.010328276082873344
PPO_1,train/approx_kl,8519680,0.010257260873913765
PPO_1,train/approx_kl,8601600,0.012900611385703087
PPO_1,train/approx_kl,8683520,0.009659470990300179
PPO_1,train/approx_kl,8765440,0.015862198546528816
PPO_1,train/approx_kl,8847360,0.010471895337104797
PPO_1,train/approx_kl,8929280,0.010069281794130802
PPO_1,train/approx_kl,9011200,0.011595340445637703
PPO_1,train/approx_kl,9093120,0.011497896164655685
PPO_1,train/approx_kl,9175040,0.00987674668431282
PPO_1,train/approx_kl,9256960,0.010268965736031532
PPO_1,train/approx_kl,9338880,0.007933936081826687
PPO_1,train/approx_kl,9420800,0.01180562935769558
PPO_1,train/approx_kl,9502720,0.009368330240249634
PPO_1,train/approx_kl,9584640,0.009427014738321304
PPO_1,train/approx_kl,9666560,0.009753681719303131
PPO_1,train/approx_kl,9748480,0.009328095242381096
PPO_1,train/approx_kl,9830400,0.010925479233264923
PPO_1,train/approx_kl,9912320,0.010802781209349632
PPO_1,train/approx_kl,9994240,0.010968686081469059
PPO_1,train/approx_kl,10076160,0.010949939489364624
PPO_1,train/approx_kl,10158080,0.012671859003603458
PPO_1,train/approx_kl,10240000,0.010654162615537643
PPO_1,train/approx_kl,10321920,0.01363861933350563
PPO_1,train/approx_kl,10403840,0.016611799597740173
PPO_1,train/approx_kl,10485760,0.011986618861556053
PPO_1,train/clip_fraction,81920,0.09042968600988388
PPO_1,train/clip_fraction,163840,0.06367187201976776
PPO_1,train/clip_fraction,245760,0.05169677734375
PPO_1,train/clip_fraction,327680,0.03985595703125
PPO_1,train/clip_fraction,409600,0.02904052659869194
PPO_1,train/clip_fraction,491520,0.03022461012005806
PPO_1,train/clip_fraction,573440,0.03311767429113388
PPO_1,train/clip_fraction,655360,0.03327636793255806
